

 ,#genre#
Beinsports HD,http://50.7.234.10:8278/Besports/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=9bdb71527a41cef9813f5115acce4a87
Champion 5 EPL,http://50.7.234.10:8278/Champion5epl/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=5456b6dce0e476821e56cc9b02e43e76
WWE,http://50.7.234.10:8278/Wwe/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=5f12cbe09bca3788cf041616bff437ac
Champion 6 EPL,http://50.7.234.10:8278/Champion6epl/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=3a0983072e29f66773d0b4c729729f60
Fight Sports,http://50.7.234.10:8278/Fs/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=b40f8a955e371a1f74b4c4e836b59f1a
UFC Network,http://50.7.234.10:8278/ufc_mega/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=52778703be36db46986598c7e90f99e5
NBA TV,http://50.7.234.10:8278/nbatv_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=feeac995a180b8b576b360d37524186e
Astro Cricket,http://50.7.234.10:8278/Acricket_mega/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=979c9df44edac1ddbad2e7778bee044b
Astro Golf,http://50.7.234.10:8278/Agolf/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=c801b7ebe40b1ea0130540c91cf2b5dd
TNT Sports 1,http://50.7.234.10:8278/beeone/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=425b5e4a8aef9440ec03df227bbe17c6
TNT Sports 2,http://50.7.234.10:8278/beetwo/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=00689f427c335a4b3fd9ce7432d00288
TNT Sports 3,http://50.7.234.10:8278/beethree/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=0d33cfffcd88549350d633032ceeac8d
TNT Sports 4,http://50.7.234.10:8278/beefour/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=dc67eacb75477c3d9174a1afcd67d6f6
Sony Ten 1,http://50.7.234.10:8278/ten1_raj/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=2113f482f916183728d5b87575b9f1e5
Sony Ten 2,http://50.7.234.10:8278/ten2_raj/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=45628e5e62ff75ba2d28fc18cb860d8a
Sony Ten 3,http://50.7.234.10:8278/ten3_raj/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=4f2ac250715bbdedc052fb13c1b3a9e3
SPOTV 1 HD,http://50.7.234.10:8278/go_spotv/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=43299c27380e462a538b4a7f0fcf2fc5
SPO TV 2,http://50.7.234.10:8278/go_spotv2/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=45894a71c6abf628edb91a081fb07d25
Beinsports 2 HD,http://50.7.234.10:8278/Bein2hd/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=db01e8827bb36a5b1c8dac2ed4538fcc
Skysports Arena,http://50.7.234.10:8278/tiankongarena/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=0893c874881b4579f023c62b53a1e8b3
Skysports F1,http://50.7.234.10:8278/tiankongf1/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=288c43cdc92c04a9fcf69c16f2886982
Skysports Cricket,http://50.7.234.10:8278/tiankongcricket/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=f67c20bc2101ecd16ac171eaaa799269
Skysports EPL,http://50.7.234.10:8278/tiankongepl/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=aaede1197f8b1439a21aea545a0ca0a7
Skysports Football,http://50.7.234.10:8278/tiankongfootball/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=d8ce1e01a1a8d782e68c715c84d22b4d
Skysports Golf,http://50.7.234.10:8278/tiankonggolf/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=fafce60801da3614dc3ae753c9d57283
Skysports Main Event,http://50.7.234.10:8278/tiankongmain/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=76b5525f10f5309a5e4285ca4ad8c3bd
Skysports News,http://50.7.234.10:8278/tiankongnews/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=772b2d08359a2e621cbab6cec75d0456
Skysports NFL,http://50.7.234.10:8278/tiankongnfl/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=afb46c7f09e22c8a08d4c51ff11e65d8
Skysports Racing,http://50.7.234.10:8278/tiankongracing/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=edd6a89d1c162ad9793d40a6fc32a3a3
Skysports Mix,http://50.7.234.10:8278/tiankongmix/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=8084b839dfeafca486e4a1094a5e1d5f
CCTV-5,http://50.7.234.10:8278/cctv5/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=cafe0387584f5baee0a014e85a028960
CCTV-5+,http://50.7.234.10:8278/cctv5plus/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=34ded99800e7d73d06e6be3ac5c2bb02
愛爾達體育2台,http://50.7.234.10:8278/eltasport2_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=5ed4db070bbb88905b02dc3901ec6c98
愛爾達體育3台,http://50.7.234.10:8278/eltasport3_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=cf5a326a448ec57a9d50a8996aa8a6ad
RTM Sports HD,http://50.7.234.10:8278/Rtmsport/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=8191e23ed53b9c316ba8400fea1ec19e
Arena,http://50.7.234.10:8278/Arena/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=e4d6f344f0796c267600152324ce14cd
Arena 2,http://50.7.234.10:8278/Arena2/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=99efac263e54ebcf55c71a22b3c092f9
BolaArena 1,http://50.7.234.10:8278/Bolaarena1/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=2ab76222c0b09f3d5560c4204a44dc8d
Bein 1 Sports,http://50.7.234.10:8278/bein1_mega/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=79464d0a2f3f9e0e6e32b74b1b59d97b
Bein 2 Sports,http://50.7.234.10:8278/bein2_mega/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=d7dfcf699eb076978d1e861a5636aa22
Bein 3 Sports,http://50.7.234.10:8278/bein3_mega/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=ed66514ca8a1a27da7aec6cd710ef26b
Bein 4 Sports,http://50.7.234.10:8278/bein4_mega/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=4f4746c0a21ebbff75f6c8677d7fade9
Bein 5 Sports,http://50.7.234.10:8278/bein5_mega/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=bf5c7a39f90f781a2c4ae8ed11cad649
Bein 6 Sports,http://50.7.234.10:8278/bein6_mega/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=c687f1b5f3fe3e2eb0384b0f94c8580f
Bein 7 Sports,http://50.7.234.10:8278/bein7_mega/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=e8531bec8ac3c1fc6ff0e9b56da2e0ac
Rugby Pass TV,http://50.7.234.10:8278/Rugbypasstv/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=9619d005f7fe429ba09fb8bd97bfad9f
BolaArena 2,http://50.7.234.10:8278/Bolaarena2/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=5d035f37a9e38122b390dcd792e3e0a6
印度 Indian,#genre#
Sun TV HD,http://50.7.234.10:8278/Suntv/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=fe31efa8c8ec3c3bfecc89bac3131aa5
Star Vijay,http://50.7.234.10:8278/Starvijay/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=a14732f6f8c424554b3ffe27c0e0c3ad
Colors Tamil,http://50.7.234.10:8278/Colorstam_mega/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=bfc9ef95b2bda2bbb8fe8456b87de92a
Sun Music,http://50.7.234.10:8278/Sunmusic/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=f5550dd8186052b3176f84d03f792249
Astro Sunlife,http://50.7.234.10:8278/Sunlife/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=de86c17664c47a5227262aef07a01b20
Astro Vaanavil,http://50.7.234.10:8278/Vaanavil/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=0570df88311c784f03633ea8e2884aa7
Zee Tamil,http://50.7.234.10:8278/Zeetamil/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=531c08786800317f63fca9d2cbecc8d7
Zee Business,http://50.7.234.10:8278/Zeebusiness/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=f5e2b2621eb8cfb7a1348163414df04a
News 18 Tamil,http://50.7.234.10:8278/news18tamil_raj/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=521cb4f3f8d08c456cfc102db91ca47b
Adithya,http://50.7.234.10:8278/Adithya/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=e435e1fb39271d12adc3898ad9585f34
Makkal TV,http://50.7.234.10:8278/Makkaltv/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=be392e88fb74de617efe6cc97e456163
Zee Action,http://50.7.234.10:8278/Zeeaction/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=c88d09f4963fbf839b84d092eee8653d
Astro KTV,http://50.7.234.10:8278/Astroktv/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=30ef0c05be0cf323c384bfcfdc554c29
Zee TV HD,http://50.7.234.10:8278/Zeetvhd/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=707a3110beb1b875d1dcfc858eec1d61
Zee Cinema HD,http://50.7.234.10:8278/Zeecinemahd/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=7cb813aebbd1249cc578732bf3a9dd4e
Color HD,http://50.7.234.10:8278/Colorhd/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=b4ef6957db3f3cc3030b237b7f666687
Starplus HD,http://50.7.234.10:8278/Starplushd/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=68affdcf09ca94d667c49afaed17cbe3
Picture HD,http://50.7.234.10:8278/Npicture/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=168d721d51937890510ff3cff8c4d5ff
Zee News,http://50.7.234.10:8278/Zeenews/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=9a58f9b6e54994f5914143b36d045349
Asianet,http://50.7.234.10:8278/asianet_raj/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=32cb6888fabcebe11908c44d09b25f13
Asianet News,http://50.7.234.10:8278/asianetnews_raj/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=eb8c28e807b132e6d7e3aee88f283ef9
Times Now,http://50.7.234.10:8278/timesnow_mega/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=c4c21121e8cb8a51716f43f2165c9a3c
BBC Earth Tamil,http://50.7.234.10:8278/bbcearthtam_raj/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=2a1dcf5a66956521d9f290b26b34d833
Discovery World Tamil,http://50.7.234.10:8278/discoveryworldtam_raj/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=d5990b094456c7965d15fd3bf0ed1e3e
History Tamil,http://50.7.234.10:8278/historytam_raj/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=3031615c624ea2bf2fbacee523f1efd4
NatGeo Tamil,http://50.7.234.10:8278/natgeotamil_raj/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=1be4cd51624e8c48d301004de1500676
Natgeo Wild Tamil,http://50.7.234.10:8278/natgeowildtamil_raj/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=658d5eecd6c061f52bc869ab0039f524
Discovery Kids Tamil,http://50.7.234.10:8278/discoverykidtamil_raj/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=69da59c9297fe74493982951dc4027d2
Discovery Tamil,http://50.7.234.10:8278/discoverytamil_raj/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=400c15f5e53065cbe18b06e0aaec5313
Sony Yay Tamil,http://50.7.234.10:8278/sonyyaytam_raj/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=2c0fb92a8604af1f88f1d730ecfac8c9
Sun TV India,http://50.7.234.10:8278/suntv_raj/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=8fce20a1c0985db67b2c6903db19edef
Starmaa HD,http://50.7.234.10:8278/starmaa_raj/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=48fbf2f65c22c7b3ecb55184333abce7
Starmaa Movies HD,http://50.7.234.10:8278/starmaamovies_raj/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=8c862381b7f0706f97266039f5b2866e
Bollyone,http://50.7.234.10:8278/Bollyone/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=fa48ac494be7c7593c89cfabb7c2d9c8
Astro Sunmusic,http://50.7.234.10:8278/Sunmusic/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=f5550dd8186052b3176f84d03f792249
Sony Pix HD,http://50.7.234.10:8278/sonypix_mega/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=2400c47878967957999b5c142336d58b
Vijay Super,http://50.7.234.10:8278/vijaysuper_raj/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=ee58c9fea4c8b57897409ad1db98a552
電影 Movie,#genre#
AXN,http://50.7.234.10:8278/axn_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=eb2e561779222434cac30788692a0ec5
Animax,http://50.7.234.10:8278/Animax/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=8040109662eda684ec7648c719e790ce
Astrol Kplus,http://50.7.234.10:8278/Kplus/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=ed9cfad2af3afeca5ceb3c03b24fa9fd
Axn HD,http://50.7.234.10:8278/Axn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=18a5fbdf0a8cf0dd65bc1ae8e4aae028
CCTV-6,http://50.7.234.10:8278/cctv6/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=f9eb87292a7430821acddf2eb38ee089
CINEMAX,http://50.7.234.10:8278/cinemax_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=5c379210cdedef89ff64b4a180d7230e
Celestial Classic,http://50.7.234.10:8278/Celestial2/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=c84a2f6ad8468dee90a7684b99c4dbf3
Celestial Movies HD,http://50.7.234.10:8278/Celestialindo/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=0bba166e49d3abeb80d99bcd7262581a
Cinemax,http://50.7.234.10:8278/Cinemax/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=3ada626ce959c35b381623fb20ed93b6
HBO Family,http://50.7.234.10:8278/Hbofamily/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=4b38e6d57242e62a2043799c3cb4178a
HBO HD,http://50.7.234.10:8278/Hbo/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=d45ccf70554fc40a5e4679209f61fbe9
HBO Hits,http://50.7.234.10:8278/Hbohits/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=1a52603278e2a79c735f52d768972aad
HBO Signature,http://50.7.234.10:8278/Hbosignature/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=2b61e05d2329b64c818b88008e1aa5d0
HBO_HD,http://50.7.234.10:8278/hbohd_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=d606b35ded0b862645ba71eb72173b39
HBO_HITS,http://50.7.234.10:8278/hbohits_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=d36d7dfd12fb19c8238dbaad583da975
Hits Movie,http://50.7.234.10:8278/Hitsmovie/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=dd2fa04996a13cbcfcd2d9d6d1c64c97
Hits,http://50.7.234.10:8278/Hits/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=c56dcaa3ae69f035d3aac2b1ee5fb353
Hollywood Movies,http://50.7.234.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=4a6d1876ce8e327ae3b4e63ca6829252
Movies Now HD,http://50.7.234.10:8278/moviesnow_raj/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=08cf3c2cdf4ba59e2565eb6c5fc71fae
One,http://50.7.234.10:8278/One_mega/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=a30a9169cdd283b41b4781277898b890
Paramount Network,http://50.7.234.10:8278/Paramountnetwork/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=c6022913491fbb2f27f19fda53725d3a
Rock Actions,http://50.7.234.10:8278/Rockaction/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=11ebb3a4d6e46ecca65d1465c265b05a
Rock Entertainment,http://50.7.234.10:8278/Rockentertain/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=a2156efe2a3c88720a0d629f0b7466d7
SCM,http://50.7.234.10:8278/Weishimovie/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=54f46905442bacc96c07e8e1c7372317
Sony Pix HD,http://50.7.234.10:8278/sonypix_mega/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=2400c47878967957999b5c142336d58b
Star Movies HD,http://50.7.234.10:8278/starmovies_raj/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=6df068af80da25d26a455054d0f909a6
Thrill,http://50.7.234.10:8278/Thrill/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=0f3fa14946255db4971340542fe754d5
Warner TV,http://50.7.234.10:8278/WarnerTV/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=9a6977885e3b656963da17bd8654ea51
tvN Movie,http://50.7.234.10:8278/Tvnmovie/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=92c6ea0d65c04bfdadcbafc5260d1fe9
大愛2台,http://50.7.234.10:8278/catchplay_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=31804f6110d740f8d0d1c96d197747fe
龍華電影,http://50.7.234.10:8278/xingwei_movie/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=b380c8ef3016f04d9ed8ee1a811c1bf4
東森洋片,http://50.7.234.10:8278/ettvwestern/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=c03f602775dbe8075949100987b2b1be
東森電影,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=8521db60d49af33060b2d4b3262a1097
美亞電影,http://50.7.234.10:8278/meiyamovie_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=5d5f2284a5f896d6519e0aa61fe765c9
龍華洋片,http://50.7.234.10:8278/lunghuawestern_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=e5e2eedc57d2e953ae49eed346075ebe
龍祥时代,http://50.7.234.10:8278/lungxiangtime_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=525f1c9e0b438304ca9f31eb061c4710
紀錄 Documentary,#genre#
AFC 亞洲旅遊台,http://50.7.234.10:8278/asiatravel_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=324cce82b353e4911692ea3326e9a626
Animal Planet (Eng),http://50.7.234.10:8278/AnimalPlanet/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=c5323c0571ef472d6b94ba38ac083d8a
Animal_Planet,http://50.7.234.10:8278/animalplanet_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=560a12f543c1dff989d923fc9caf1f78
Asia Travel,http://50.7.234.10:8278/asiatravel_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=324cce82b353e4911692ea3326e9a626
BBC Earth HD,http://50.7.234.10:8278/bbcearth_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=b88a660401fabf8c17dd337579f44f83
BBC Earth Lifestyle,http://50.7.234.10:8278/bbclifestyle_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=5c920cee3f8a836a5f2336714a4853c0
CI,http://50.7.234.10:8278/ci_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=c40fe22fb57125742e68432f6aa0ca03
Discovery Asia,http://50.7.234.10:8278/discoverytwn_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=9e88df7781c3c6e5ee2971dcda0c1821
Discovery HD,http://50.7.234.10:8278/discoveryhd_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=a9acc2c6431324173781929f0e2e78ee
Fashion TV,http://50.7.234.10:8278/fashiontv_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=23370665eca04beca705a72093c4f0da
Foodnetwork Hd,http://50.7.234.10:8278/Foodnetwork_mega/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=7b0086d6e388f9505b1f0a96f9b5218d
HGTV,http://50.7.234.10:8278/HGTV/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=2005f2c91a73d99a93d54b73b61d2638
History,http://50.7.234.10:8278/History/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=135f941dfe3e45d1b03e131678c34886
MTV Live,http://50.7.234.10:8278/mtvhd_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=b2cc2b287f244ecf2567892c6e60c503
NatGeo HD,http://50.7.234.10:8278/Natgeo/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=356e03805f95df783f6e49883793d906
NatGeo Wild HD,http://50.7.234.10:8278/Natgeowild/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=5d5e30e360e2fe1f947887478c442c93
NatGeo_Wild HD,http://50.7.234.10:8278/natgeowild_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=049b18630d8486e7f7d60e17201e48e2
Natgeo_HD,http://50.7.234.10:8278/natgeohd_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=2eb14f9bd15628f5cecf465452eef155
TLC,http://50.7.234.10:8278/Tlc/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=c2741bfe4f3058bd02736b0a948eedbb
TLC Asia,http://50.7.234.10:8278/tlc_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=7cc122087a3b601a918f223da022480b
亞洲美食,http://50.7.234.10:8278/afc_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=77537568e4108393571163268f1780df
美食星球,http://50.7.234.10:8278/foodplanet_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=083fc83243dc9d4fedf6d1ad63cddf25
新聞 News,#genre#
ABC News,http://50.7.234.10:8278/abcnews_glo/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=9a48298cfcbd1a4a245c1a2b74bbed89
Al-Jazeera,http://50.7.234.10:8278/aljazeera_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=e994dd1301be28c6bb4eec267126951e
BBC World News,http://50.7.234.10:8278/Bbcnews/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=cd3aab7ad09d95e840159ebb0f299396
BBC World News,http://50.7.234.10:8278/bbcnews_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=3ab74ea8f6b3ceac3990eb7170546b41
Bloomberg News,http://50.7.234.10:8278/bloomberg_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=d3695be2fd4965380c4130949335694a
CBS HD,http://50.7.234.10:8278/cbshd_glo/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=e36cabf8f24b2274ff219ad119a0303a
CBSN HD,http://50.7.234.10:8278/cbsn_glo/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=b955318701d4e6deebb98c38a7a18b50
CGTN,http://50.7.234.10:8278/CGTN/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=48fb488f5954f2b8a9e7d58860fac066
CNA,http://50.7.234.10:8278/cna/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=d8c80c4e3f13ae16c3136866a7acdd4d
CNBC,http://50.7.234.10:8278/cnbc_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=987d427cd0f33632913219a84c0a6789
CNN International,http://50.7.234.10:8278/Cnn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=bbd9380c2a84ce0d195296cd56c9c683
CNN(備用),http://50.7.234.10:8278/cnn_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=bd89e41cfc9c4466a5756978a8c726e5
DW (Deutsch),http://50.7.234.10:8278/dw_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=bf300a70647fcdb35f2a6c8d10b1749b
Fox News,http://50.7.234.10:8278/foxnews_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=0a121c402150191cc1eb3e8135bbb56c
France 24,http://50.7.234.10:8278/france24_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=2098db8e3bfae4734ba6e13e8b012b2e
NHK World,http://50.7.234.10:8278/nhkworld_japan/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=34acef049a43ec7e58ae631e5a545230
Skynews,http://50.7.234.10:8278/skynews_antik/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=97c5baa23bd857aaa67514f30dfe4342
東森財經新聞,http://50.7.234.10:8278/ettvcaijing_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=31baa4e2ca87271b454e5acc0e7d0e6c
兒童 Kids,#genre#
Animax,http://50.7.234.10:8278/Animax/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=8040109662eda684ec7648c719e790ce
Baby TV Eng,http://50.7.234.10:8278/Babytv/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=aefde4cdb1b093b7edfc4fea47e07195
Baby TV,http://50.7.234.10:8278/babytv_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=ee150967ba3b571c7d71d96abd0e88e0
Boomerang Taiwan,http://50.7.234.10:8278/boomerang_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=1645a0dc80db5ca3ad3b86ba8d948e5e
Boomerang,http://50.7.234.10:8278/Boomerang/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=3dc0c227a0cc780cecb8226de53623ce
CBeebies,http://50.7.234.10:8278/Cbeebies/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=abd741460920d228d04e8a09eaa108fa
Cartoon Network,http://50.7.234.10:8278/Cn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=8871adbd7ff0b3f3d94bae95f08a6c74
Disney Taiwan,http://50.7.234.10:8278/disneytwn_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=6e23a0e8dc70a6f0c21642869c0ce95a
Kids TV,http://50.7.234.10:8278/KidsTV/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=859c9ad971cd2cc3b745e2cb116f2f32
MiaoMi,http://50.7.234.10:8278/MiaoMi/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=888169204f01a75c9b6ec24ca8320e10
Momo TV,http://50.7.234.10:8278/momo1_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=288d40af8cbc7d9608d17edacee0de09
Nick Jr,http://50.7.234.10:8278/Nickjr/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=24eb14544b65d87a1919154ca241a425
